stageId,data.type,data.constants,data.answers
m93Rg3GmngjdR7yGA,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""j9Kbw3rcskahwua4t"",""word"":""blue vs. red""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""seeds vs. seedless""},{""name"":""CY8up5GsnjLJWj3DT"",""word"":""seeds on outside vs. seeds on inside""},{""name"":""CY8up5GsnjLJWj3DT"",""word"":""sweet vs. tart""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""blue vs. red""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""begins with the letter 'B' vs. doesn't begin with the letter 'B'""}"
WsBo9FoqE67Lnwgjg,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""j9Kbw3rcskahwua4t"",""word"":""green vs. not green""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""grows underground vs. grows above ground""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""root vs. leaf""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""root vs. leaf""},{""name"":""CY8up5GsnjLJWj3DT"",""word"":""edible peel vs. nonedible peel""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""begins with the letter 'C' vs. does not begin with the letter 'C'""},{""name"":""CY8up5GsnjLJWj3DT"",""word"":""round vs. oval""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""hard vs. soft""}"
pzdwtwnBSxub9d7hr,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""CY8up5GsnjLJWj3DT"",""word"":""round vs. not round""},{""name"":""CY8up5GsnjLJWj3DT"",""word"":""hard vs. soft""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""baked vs. unbaked""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""cold  vs. hot""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""cold vs. hot""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""batter vs. cream""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""fruity vs. not fruity""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""cookie vs. cake""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""contains cinnamon vs. doesn't contain cinnamon""},{""name"":""CY8up5GsnjLJWj3DT"",""word"":""frozen desert vs. nonfrozen desert""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""vegan vs. not vegan""}"
WdBKdvjxr86cTHHY5,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""j9Kbw3rcskahwua4t"",""word"":""round vs. not round""},{""name"":""CY8up5GsnjLJWj3DT"",""word"":""melon vs. not melon""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""tree vs. vine""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""native to the USA vs. imported""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""seed vs. no seed""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""pit vs. pitless""},{""name"":""CY8up5GsnjLJWj3DT"",""word"":""edible rind vs. non edible rind""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""melon vs. fruit""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""eat the skin vs. peal""},{""name"":""5HwH3cEwFoXjoKnk9"",""word"":""sweet vs. tart""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""begins with the letter 'P' vs. doesn't begin with the letter 'P'""},{""name"":""j9Kbw3rcskahwua4t"",""word"":""has a Starburst flavor vs. doesn't have a Starburst flavor""}"
x4xftWpjLrhRY3kjp,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""wfbLSaL4xmvYr8Kuc"",""word"":""Blue vs. Red""}"
psJJbxbRwHbZbefMZ,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""wfbLSaL4xmvYr8Kuc"",""word"":""Green vs. Others""},{""name"":""wfbLSaL4xmvYr8Kuc"",""word"":""Green vs. Others""}"
WbwnKzRiEvrFDQEiT,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""wfbLSaL4xmvYr8Kuc"",""word"":""Others vs. cake""},{""name"":""wfbLSaL4xmvYr8Kuc"",""word"":""Cookies vs. cakes""}"
wjojRuGhncDwRwMeu,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""wfbLSaL4xmvYr8Kuc"",""word"":""Small vs. Big""}"
fqfMrTHE2cZGRQXpu,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""WHaMroqEG3tNAvBmp"",""word"":""black vs. red""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""blue vs. red""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""blue vs. black""}"
PDYo4E9s9kxWDvECf,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""WHaMroqEG3tNAvBmp"",""word"":""cheesecake vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""tiramisu vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""macaroon vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""donut vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""churro vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""souffle vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""cookie vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""pudding vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""frozen yogurt vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""sorbet vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""candy apple vs. brownie""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""candy apple vs. churro""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""candy apple vs. souffle""}"
cZkzsd8LikYQ5DXAW,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""WHaMroqEG3tNAvBmp"",""word"":""carrot vs. cucumber""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""celery vs. cucumber""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""avacado vs. cucumber""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""peas vs. onion""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""mushroom vs. onion""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""mushroom vs. cauliflower""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""mushroom vs. potato""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""mushroom vs. lettuce""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""peas vs. lettuce""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""onion vs. lettuce""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""corn vs. lettuce""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""carrot vs. lettuce""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""potato vs. lettuce""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""potato vs. peas""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""potato vs. corn""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""potato vs. broccoli""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""peas vs. broccoli""}"
yAiJD9d6bdreCXn9N,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""WHaMroqEG3tNAvBmp"",""word"":""plum vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""guava vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""cantelope vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""mango vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""orange vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""apple vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""grapes vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""watermelon vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""lemon vs. peach""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""lemon vs. guava""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""lemon vs. apple""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""lemon vs. orange""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""lemon vs. cantelope""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""lemon vs. pineapple""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""lemon vs. plum""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""lemon vs. plum""},{""name"":""WHaMroqEG3tNAvBmp"",""word"":""pear vs. plum""}"
ho5PtXnNWxxoN2vLE,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""3tRH352nvKwHth5EQ"",""word"":""blue vs. red""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""mirtillo vs. fragola""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""lampone vs. mirtillo""}"
cwCSCzDcExvz68it9,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""yk6YAMcmMaFejhau9"",""word"":""biscotto vs. sorbetto""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""snacks vs. milk products""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""tiramisù vs. sorbetto""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""budino vs. torta di formaggio""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""mela candita vs. tiramisù""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""milk products vs. bakery products""}"
DHAamKBFGqd55YJfY,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""3tRH352nvKwHth5EQ"",""word"":""vegetables vs. flowers""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""broccoli vs. mais""},{""name"":""LZm773AnmMy6dSHsb"",""word"":""starch vegetables vs. non starchy vegetables""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""patata vs. cetriolo""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""leafy vegetables vs. flowers""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""carota vs. lattuga""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""cipolla vs. fungo""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""protein  vs. vitamins""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""avocado vs. piselli""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""roughage rich vs. vitamins rich""},{""name"":""LZm773AnmMy6dSHsb"",""word"":""Cruciferous vs. Non cruciferous""}"
MPpmdf4pTpRmRG7Go,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""yk6YAMcmMaFejhau9"",""word"":""mela vs. pesca""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""red vs. orange""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""yellow vs. green""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""nero vs. bianco""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""verde vs. blu""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""citrus vs. greens""},{""name"":""LZm773AnmMy6dSHsb"",""word"":""simple fruits vs. aggregate fruits""},{""name"":""yk6YAMcmMaFejhau9"",""word"":""arancia vs. mela""},{""name"":""3tRH352nvKwHth5EQ"",""word"":""seasonal fruits vs. all time fruits""}"
WrPTfEbnvqjpWqZYM,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""hgymumQKZLi9LwHJA"",""word"":""strawberry vs. blueberry""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""strawberry  vs. raspberry""},{""name"":""nMQ3X8efQ78oZxBJa"",""word"":""large vs. small""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""cranberry vs. blackberry""}"
vXBTEeGXWZPWcrCeh,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""L7KySS8NuukmBzzs4"",""word"":""doughnut vs. cookie""},{""name"":""kEi3TTySTnkbrTJTt"",""word"":""dairy vs. non dairy""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""doughnut vs. brownie""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""cookie vs. brownie""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""doughnut vs. cheesecake""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""donut vs. churro""},{""name"":""hgymumQKZLi9LwHJA"",""word"":""cookie vs. brownie""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""doughnut vs. Candy apple""},{""name"":""nMQ3X8efQ78oZxBJa"",""word"":""healthy vs. nonhealthy""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""macaroon vs. cookie""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""doughnut vs. sorbet""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""doughnut vs. tiramisu""},{""name"":""hgymumQKZLi9LwHJA"",""word"":""brown vs. blue""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""pudding vs. cookie""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""sweet vs. tart""},{""name"":""kEi3TTySTnkbrTJTt"",""word"":""fruity vs. chocolatey""},{""name"":""hgymumQKZLi9LwHJA"",""word"":""red vs. pink""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""cold vs. warm""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""hard vs. soft""}"
TMtFzTbDAWNdsxfp5,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance two"",""list_name"":""Vegetable List"",""list"":[{""name"":""Carrot""},{""name"":""Celery""},{""name"":""Potato""},{""name"":""Lettuce""},{""name"":""Cauliflower""},{""name"":""Cucumber""},{""name"":""Corn""},{""name"":""Broccoli""},{""name"":""Avocado""},{""name"":""Onion""},{""name"":""Peas""},{""name"":""Mushroom""}],""calculateScore"":true}","{""name"":""hgymumQKZLi9LwHJA"",""word"":""blue vs. brown""},{""name"":""nMQ3X8efQ78oZxBJa"",""word"":""mushy vs. hard""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""green vs. yellow""},{""name"":""hgymumQKZLi9LwHJA"",""word"":""white vs. red""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""green vs. white""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""green vs. orange""},{""name"":""hgymumQKZLi9LwHJA"",""word"":""brown vs. white""},{""name"":""kEi3TTySTnkbrTJTt"",""word"":""vegetable vs. fungus""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""long vs. short""},{""name"":""hgymumQKZLi9LwHJA"",""word"":""orange vs. green""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""white vs. orange""},{""name"":""kEi3TTySTnkbrTJTt"",""word"":""fatty vs. non fatty""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""leaf vs. stalk""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""round vs. flat""},{""name"":""kEi3TTySTnkbrTJTt"",""word"":""starch vs. nonstarch""}"
wZRNc72CDquELWctJ,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance one"",""list_name"":""Fruit List"",""list"":[{""name"":""Apple""},{""name"":""Orange""},{""name"":""Pear""},{""name"":""Mango""},{""name"":""Pineapple""},{""name"":""Peach""},{""name"":""Plum""},{""name"":""Lemon""},{""name"":""Grapes""},{""name"":""Watermelon""},{""name"":""Guava""},{""name"":""Cantaloupe""}],""calculateScore"":true}","{""name"":""kEi3TTySTnkbrTJTt"",""word"":""melon vs. fruit""},{""name"":""nMQ3X8efQ78oZxBJa"",""word"":""orange vs. red""},{""name"":""hgymumQKZLi9LwHJA"",""word"":""green vs. white""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""hard vs. soft""},{""name"":""kEi3TTySTnkbrTJTt"",""word"":""tropical vs. common""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""green vs. yellow""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""smooth vs. prickly""},{""name"":""hgymumQKZLi9LwHJA"",""word"":""fruit vs. tropical""},{""name"":""nMQ3X8efQ78oZxBJa"",""word"":""heavy vs. light""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""sweet vs. sour""},{""name"":""eFHtrejqfxvoYCpDA"",""word"":""seed vs. seedless""},{""name"":""L7KySS8NuukmBzzs4"",""word"":""yellow vs. green""}"
2cbSrYP43jpgTwKfu,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance zero"",""list_name"":""Berry List"",""list"":[{""name"":""Strawberry""},{""name"":""Blueberry""},{""name"":""Raspberry""},{""name"":""Blackberry""},{""name"":""Cranberry""}],""calculateScore"":false}","{""name"":""nBkXhWcAi5zEX5Jov"",""word"":""red vs. blue""},{""name"":""nBkXhWcAi5zEX5Jov"",""word"":""red vs. blue""},{""name"":""nBkXhWcAi5zEX5Jov"",""word"":""red vs. blue""}"
7t6p6ZBbGqLYCAteA,PuttingFoodIntoCategories,"{""name"":""Putting Food Into Categories instance three"",""list_name"":""Dessert List"",""list"":[{""name"":""Tiramisu""},{""name"":""Macaron""},{""name"":""Donut""},{""name"":""Sorbet""},{""name"":""Frozen yogurt""},{""name"":""Pudding""},{""name"":""Cookie""},{""name"":""Brownie""},{""name"":""Cheesecake""},{""name"":""Candy apple""},{""name"":""Soufflé""},{""name"":""Churro""}],""calculateScore"":true}","{""name"":""a8X3G295QDTCFxGJa"",""word"":""hot vs. cold""},{""name"":""nBkXhWcAi5zEX5Jov"",""word"":""soft vs. hard""},{""name"":""a8X3G295QDTCFxGJa"",""word"":""cakes vs. cookies""}"
